"015","0045","002","FORD","F-14000","H.D-49","$",,,,,,"150000","145000","140000","135000","125000","120000","115000","105000","100000","95000","90000","85000",,,,,,,,
"015","0045","003","FORD","F-14000","H.D-53","$",,,,,,"150000","145000","140000","135000","125000","120000","115000","105000","100000","95000","90000","85000",,,,,,,,
"015","0061","001","FORD","F-400","Nafta","$",,,,,,,,,,,,,,,,,,,,,"30000","27000",,,
"015","0061","002","FORD","F-400","Diesel","$",,,,,,,,,,,,,,,,,,"42000","39000","36000","35000","34000",,,
"015","0046","001","FORD","F-4000","D","$",,,,,,"100000","96000","92000","88000","86000","84000","82000","79000","75000","72000","68000","65000",,,,,,,,
"015","0046","002","FORD","F-4000","523 R","$",,,,"115000","110000","105000",,,,,,,,,,,,,,,,,,,
"015","0046","003","FORD","F-4000","524 R","$",,,,"115000","110000","105000",,,,,,,,,,,,,,,,,,,
"015","0046","004","FORD","F-4000","829 R \ 723 R TDI AA","$","186560","130000","125000","115000","110000",,,,,,,,,,,,,,,,,,,,
"015","0046","005","FORD","F-4000","830 R \ 724 R TDI AA y ABS","$","188100","130000","125000","115000","110000",,,,,,,,,,,,,,,,,,,,
"015","0046","006","FORD","F-4000","833 R \ 825 F TDI Chasis Largo DISCONTINUO","$",,"130000","125000","115000","110000",,,,,,,,,,,,,,,,,,,,
"015","0046","007","FORD","F-4000","925 F 4x4","$","209320","135000","130000","120000","115000",,,,,,,,,,,,,,,,,,,,
"015","0059","001","FORD","F-6000","F-6000","$",,,,,,,,,,,,,,,,,,,,,"48000","45000",,,
"015","0060","001","FORD","F-700","F-700","$",,,,,,,,,,,,,,,,,,,"63000","59000","54000","50000",,,
"060","0001","001","GAZ","Camiones","3309/42","$",,,,,,,,,,"47500","45900","42500","41000","38500","37600","36700",,,,,,,,,
"060","0001","002","GAZ","Camiones","3309/50","$",,,,,,,,,,"48500","46800","44900","43000","40700","38000","37100",,,,,,,,,
"060","0001","003","GAZ","Camiones","2705-24 Furgón","$",,,,,,,,,,"45900","43700","41500","39000",,,,,,,,,,,,
"060","0001","004","GAZ","Camiones","2705-44 Furgón C/Doble","$",,,,,,,,,,"47000","45500","43000","40000",,,,,,,,,,,,
"060","0001","005","GAZ","Camiones","Minibus 32213","$",,,,,,,,,,"50500","47500","45000","42000",,,,,,,,,,,,
"060","0001","006","GAZ","Camiones","Pick Up 3302","$",,,,,,,,,,"40000","38000","35000","32000",,,,,,,,,,,,
"060","0001","007","GAZ","Camiones","Pick Up C/Doble 33023","$",,,,,,,,,,"42000","40000","37000","35000",,,,,,,,,,,,
"017","0034","001","HYUNDAI","Aero","Express","u$s",,,,,,,,,,,"43000",,,,,,,,,,,,,,
"017","0035","001","HYUNDAI","County / Chorus","County / Chorus","u$s",,,,,,,,,,,"19000","17000","15000","13000","11000","10000","9000",,,,,,,,
"017","0030","001","HYUNDAI","H1","Minibus 12 Pas TD (85hp)","u$s",,,,,,,,"15000","14000","13000","12500","12000","11500",,,,,,,,,,,,
"017","0030","002","HYUNDAI","H1","Minibus 12 Pas. 2.5 TDI MT (100hp) (L05)","u$s",,,,"20000","19000","18000","17000",,,,,,,,,,,,,,,,,,
"017","0030","003","HYUNDAI","H1","Minibus 12 Pas. 2.5 TDI AT (100hp) (L05)","u$s",,,,"22000","21000","20000","19000",,,,,,,,,,,,,,,,,,
"017","0030","008","HYUNDAI","H1","Minibus 12 Pas. 2.5 TDI MT Full Plus (L08) ","u$s","35000","28000","27000","26000",,,,,,,,,,,,,,,,,,,,,
"017","0030","006","HYUNDAI","H1","Minibus 12 Pas. 2.5 TDI MT Full Premium (L08) ","u$s","38400","31000","30000","29000",,,,,,,,,,,,,,,,,,,,,
"017","0030","007","HYUNDAI","H1","Minibus 12 Pas. 2.5 TDI AT Full Premium (L08) ","u$s","40400","33000","31000","30000",,,,,,,,,,,,,,,,,,,,,
